No,NIM,OOP,RPB,RPL,PI,APSI,WEB,Statistik,Matdis,Alpro,Strukdat,SE,PO,SCM,EA,Basdat,Manjarkom,Sisop,MSDM,Desjar,KSI
881,1202160002,4,3.5,0,4,3.5,4,3.5,3.5,3.5,3.5,4,3.5,3.5,4,3.5,3.5,4,3.5,3.5,0
882,1202160009,4,3.5,0,3.5,3.5,3.5,3.5,3.5,4,3.5,3.5,3.5,4,3.5,3.5,3,3.5,4,3.5,0
883,1202160010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,1202160011,4,4,0,3.5,3.5,4,3,4,3.5,3,3.5,3,3.5,3.5,4,3.5,3.5,3.5,2.5,0
885,1202160013,3.5,3,0,3.5,2,2,2.5,4,3.5,2,3.5,2.5,2.5,3.5,3.5,2.5,2,1,4,0
886,1202160015,1,1,0,3.5,3.5,3,2,4,3.5,3,3,2.5,3.5,3.5,2.5,1,2,3.5,2.5,0
887,1202160019,3.5,2,0,2.5,3,3.5,1,3.5,4,1,0,2,0,2.5,3.5,2,2.5,1,2,0
888,1202160020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
889,1202160023,3,3.5,0,3.5,3.5,3.5,2,3,3.5,3,3.5,3.5,3.5,3.5,3,1,2,3.5,3,0
890,1202160024,2,2.5,0,3.5,3.5,3,0,1,3.5,2.5,2,3,2.5,3,1,2,2,3.5,2.5,0
891,1202160028,3.5,3.5,0,3,3.5,2.5,2.5,3.5,3.5,2,2.5,2,2,3,3.5,3,3.5,2.5,2,0
892,1202160030,3.5,4,0,3.5,4,2.5,3.5,3.5,4,3,3.5,3,3.5,3,3,3,3.5,3.5,3.5,0
893,1202160034,3.5,2,0,3.5,2,4,2,2.5,3.5,3.5,3.5,2.5,2.5,3.5,2.5,3,4,3.5,3.5,0
894,1202160036,0,0,0,0,2,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0
895,1202160041,4,3.5,0,3.5,3.5,4,3.5,4,4,3.5,3,4,4,3.5,4,3.5,4,4,4,0
896,1202160043,4,3.5,0,4,3.5,4,4,4,4,3,4,3,4,4,4,4,4,3.5,3.5,0
897,1202160044,4,3.5,0,3.5,4,3.5,3,3.5,4,2.5,3.5,2.5,3,3.5,4,3.5,4,3.5,2.5,0
898,1202160045,4,3.5,0,4,3.5,3,4,2,4,2.5,3.5,3.5,4,4,3.5,4,3.5,3.5,4,0
899,1202160046,4,3.5,0,3.5,4,3.5,3.5,3.5,4,3.5,3.5,3,3.5,3.5,4,3.5,4,3.5,4,0
900,1202160047,3.5,3.5,0,3.5,4,3.5,2,3,4,3,3.5,3.5,3.5,4,3.5,2,3.5,4,3.5,0
901,1202160048,4,3.5,0,4,4,3.5,4,4,4,3.5,4,3.5,4,4,4,3,3,3.5,3.5,0
902,1202160050,4,4,0,4,4,4,4,4,4,3.5,4,4,4,4,4,3,4,4,3.5,0
903,1202160051,3.5,4,0,3.5,3.5,3,3,4,3,2.5,3.5,3,3.5,3.5,4,3.5,3.5,4,2,0
904,1202160052,3,3.5,0,3.5,3.5,2,2,2.5,3,3,3.5,2,3.5,3.5,3.5,3.5,3,2.5,3,0
905,1202160053,0,0,0,0,0,0,2.5,2,2.5,0,2.5,2,0,0,0,2,0,0,2,0
906,1202160054,4,4,0,4,4,3,3.5,4,4,3.5,4,3.5,3.5,4,3.5,3.5,3.5,3.5,4,0
907,1202160055,2.5,2.5,0,3.5,3.5,3.5,2.5,2.5,4,3,3,2.5,3.5,3.5,3,2,2.5,2.5,3,0
908,1202160057,4,3.5,0,3.5,4,4,3.5,4,3.5,4,4,3.5,4,3.5,3.5,4,3.5,3.5,3.5,0
909,1202160059,4,3.5,0,4,3.5,3.5,3,4,3.5,2.5,3,2,3.5,3.5,4,3.5,3.5,4,3,0
910,1202160061,4,4,0,3.5,3.5,3.5,3.5,4,3.5,2.5,3.5,2,3.5,4,4,4,3.5,4,4,0
911,1202160062,3.5,3.5,0,4,3.5,3,2.5,4,4,3.5,3.5,2.5,3,3.5,3.5,3,3.5,3.5,4,0
912,1202160063,4,4,0,4,4,4,4,4,4,3.5,4,3.5,4,4,4,2,3.5,4,3.5,0
913,1202160066,3.5,3.5,0,3.5,3.5,3.5,2.5,2,3,2.5,3.5,3,3,3.5,3.5,3,3.5,3,2.5,0
914,1202160067,0,0,0,0,0,0,0,4,3.5,0,3.5,1,0,0,0,0,0,0,2,0
915,1202160070,3.5,3.5,0,3.5,3.5,2.5,3,3.5,4,3,3,2,3.5,3.5,2.5,2,2.5,3.5,4,0
916,1202160074,4,3.5,0,3.5,3.5,4,3.5,3.5,3.5,4,3.5,3.5,4,3.5,3.5,3.5,3.5,3.5,3,0
917,1202160076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,1202160080,2.5,3,0,3,3.5,3,0,2,3.5,2.5,3,2.5,2.5,3.5,2.5,1,2,3,2,0
919,1202160082,4,3.5,0,3.5,3.5,3.5,1,2,3,3.5,3.5,3.5,3.5,3.5,3.5,3,4,3.5,3,0
920,1202160083,3.5,3.5,0,3.5,3.5,3.5,2.5,2.5,2,2.5,3,2.5,3.5,3,3.5,3.5,3.5,3.5,2,0
921,1202160084,3,2.5,0,2,3,1,1,2.5,3.5,2,3,2,2,2,3,2.5,2,2,1,0
922,1202160086,3.5,4,0,3.5,3.5,3,3.5,4,4,3,3.5,3,3.5,4,3.5,3,3.5,3.5,4,0
923,1202160088,2,3,0,3,3.5,2,0,2,3.5,2,2.5,2,3.5,3,2,2,2.5,2.5,2,0
924,1202160089,3.5,3.5,0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,2.5,3.5,3.5,3.5,3.5,3,3.5,3.5,3.5,0
925,1202160093,3.5,3.5,0,3.5,2.5,3,3.5,2.5,3.5,2.5,3.5,3,3,4,3.5,3.5,3,3,3.5,0
926,1202160095,2,0,0,2,0,0,1,2,3.5,3,3,2.5,1,2.5,0,0,0,2,3,0
927,1202160096,3,2,0,3.5,3.5,3.5,4,3.5,3.5,2.5,3,3,4,3.5,2.5,2,2.5,3.5,2,0
928,1202160098,4,3.5,0,3.5,4,4,3.5,3.5,3.5,4,3.5,3.5,4,3.5,3.5,3.5,4,3.5,3.5,0
929,1202160101,4,3.5,0,3.5,3.5,2.5,2,2.5,3.5,2.5,3,2.5,3.5,4,4,3.5,3,4,4,0
930,1202160103,3.5,4,0,4,4,3.5,3.5,4,4,3.5,4,3,4,4,3.5,2.5,3.5,3.5,3.5,0
931,1202160105,4,4,0,4,4,4,2.5,4,4,3.5,4,4,3.5,3.5,4,3.5,3.5,3.5,3.5,0
932,1202160107,3.5,2.5,0,3.5,3.5,2.5,2.5,3.5,3.5,2.5,3.5,2.5,3.5,3,2,3.5,2.5,3.5,2,0
933,1202160110,2.5,3.5,0,4,3.5,2.5,3.5,3,3,3,4,2.5,2,3.5,2.5,3.5,3,4,4,0
934,1202160111,3.5,3.5,0,3.5,4,3.5,4,4,4,3,4,3.5,4,4,3.5,3,3.5,4,4,0
935,1202160112,3.5,3,0,3.5,4,3.5,2.5,3.5,3.5,3.5,3,3,3.5,3.5,3.5,2,3.5,4,3,0
936,1202160117,4,4,0,4,3.5,4,3,4,4,3.5,4,3,3.5,4,4,3.5,4,4,4,0
937,1202160118,3,3.5,0,4,3.5,2,3,3.5,4,3.5,3.5,3,3.5,3.5,3.5,3.5,3.5,3.5,4,0
938,1202160120,3.5,3.5,0,3.5,4,3.5,4,3.5,4,3.5,3.5,3.5,3.5,4,3.5,1,3.5,4,3,0
939,1202160121,3.5,3,0,3.5,3.5,3.5,3,2.5,3.5,2,2.5,2.5,3.5,3,3.5,3.5,3,3,2.5,0
940,1202160124,3.5,3.5,0,2.5,3.5,3,2.5,3.5,3.5,3,3.5,2,3.5,3,3.5,2.5,3,3,2,0
941,1202160126,3.5,4,0,4,3.5,2,4,3.5,4,3.5,3,2,2.5,3.5,3.5,3.5,3.5,3.5,4,0
942,1202160127,3.5,3.5,0,3.5,4,3.5,3.5,4,4,3.5,3.5,3,3.5,3.5,3,3,3,3.5,3.5,0
943,1202160130,3.5,3,0,3.5,3,3.5,3,4,3,3.5,3.5,3,3.5,3.5,3.5,2.5,3.5,3.5,2.5,0
944,1202160132,4,3.5,0,3.5,3.5,3.5,3,4,3.5,3,3.5,2.5,3.5,3.5,4,3.5,4,3.5,3.5,0
945,1202160133,4,4,0,4,3,3.5,3.5,4,3.5,2.5,3.5,3,3.5,4,4,3.5,3,3.5,4,0
946,1202160134,3,3.5,0,3.5,2.5,2,2,2.5,3.5,2,3.5,1,0,2,2.5,3.5,3.5,3.5,3.5,0
947,1202160135,3.5,4,0,4,4,3.5,4,4,3.5,3.5,4,3,4,4,3.5,1,2.5,3.5,3.5,0
948,1202160138,3.5,3.5,0,4,3.5,3.5,3.5,3.5,3.5,3,3,3,3.5,3.5,3.5,3,3.5,3,2.5,0
949,1202160141,3.5,2.5,0,3,2,2,2,1,3.5,2,2,2.5,1,3,3,2.5,2,3,3,0
950,1202160145,3.5,2.5,0,3.5,3.5,3.5,2,3,4,3.5,3.5,4,3.5,2.5,3.5,4,4,3.5,4,0
951,1202160148,3.5,3.5,0,3.5,3.5,2.5,2.5,2,3.5,2.5,3,2,3.5,2,3.5,3,3,3,2,0
952,1202160151,3.5,3.5,0,3.5,4,3.5,4,4,3.5,3.5,3.5,3,4,4,3.5,2,3.5,3.5,3.5,0
953,1202160153,3.5,0,0,1,2,0,1,4,3,1,3.5,2,0,0,1,2,0,0,3,0
954,1202160154,3,3.5,0,3.5,3.5,3.5,2,3,3,3,3.5,3,2.5,3.5,3,3,3.5,3.5,2,0
955,1202160155,4,4,0,4,3.5,3.5,2.5,3,2,2.5,3,2.5,3.5,3.5,4,3,3.5,3.5,3,0
956,1202160160,2.5,3,0,3.5,4,3,2,4,4,3,3,2.5,3.5,3.5,3.5,1,2.5,3.5,2.5,0
957,1202160167,3.5,4,0,3.5,3.5,3.5,2.5,3,4,2,3.5,3,3,3,2.5,2.5,3.5,3.5,4,0
958,1202160169,2.5,3.5,0,3,4,3,0,2,3.5,3,2.5,2,2.5,3.5,2.5,1,2,3,2,0
959,1202160171,3.5,3.5,0,3.5,4,3.5,2,2.5,3.5,2.5,2.5,3,4,3,4,3,3.5,3,2.5,0
960,1202160173,4,3.5,0,3,3.5,3.5,2.5,3.5,3.5,3,3.5,2,3,3.5,3.5,3.5,3,3.5,3,0
961,1202160178,3,3.5,0,3.5,4,3.5,3,3,3.5,2.5,3,3,4,3.5,3.5,3,3,4,3.5,0
962,1202160179,3,3,0,3.5,3.5,3.5,2.5,4,2.5,3.5,3.5,3,4,3.5,4,3.5,3.5,3.5,3,0
963,1202160180,3.5,3,0,3.5,3,3,2,2,2,2,3,2,3.5,3,3.5,2.5,3.5,0,2,0
964,1202160182,3.5,4,0,3.5,3.5,3.5,3.5,3.5,4,2.5,3.5,3,3.5,4,4,3.5,2.5,3.5,3.5,0
965,1202160183,3,0,0,2,3.5,2,2.5,2,2,2,2,1,3,2.5,2,3.5,2,2,3.5,0
966,1202160184,4,3.5,0,4,4,3.5,3.5,3.5,4,3.5,3.5,3.5,3.5,4,4,2,4,3.5,3.5,0
967,1202160185,3.5,2.5,0,3.5,4,4,3,3,4,3.5,3,3.5,3.5,4,3,3,3.5,3.5,2.5,0
968,1202160186,3.5,3,0,3.5,3,3,2,2.5,3.5,3.5,3,3.5,3.5,3.5,2.5,3.5,2.5,3.5,3.5,0
969,1202160190,3,3.5,0,2,3,2,3,2,3.5,2,3,2,1,2.5,3.5,3.5,2,2,3.5,0
970,1202160191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,1202160192,2.5,3.5,0,3.5,4,2.5,2.5,3,3.5,3.5,2.5,2.5,0,3.5,2.5,2,2,2.5,3,0
972,1202160195,3,2,0,3.5,3.5,0,1,2.5,3,2,3,2.5,0,0,1,2,0,0,2,0
973,1202160196,3.5,3.5,0,0,3.5,3.5,2,2,3.5,2.5,3.5,2.5,3.5,3,4,3,2.5,3,2.5,0
974,1202160197,4,3.5,0,3.5,3.5,3.5,2,4,4,4,3.5,2.5,3.5,2,4,3,4,2,3,0
975,1202160200,3.5,3,0,3.5,3.5,4,3,2.5,4,3.5,3.5,3.5,3,3.5,3,2,3.5,3.5,4,0
976,1202160202,4,4,0,4,4,4,2,4,4,3.5,3.5,2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,0
977,1202160205,4,4,0,4,4,4,3,4,3.5,4,3.5,2.5,3.5,4,4,4,4,3.5,3.5,0
978,1202160206,3.5,3.5,0,3.5,2.5,2,3,2,3.5,2,3,2,0,3,3,2.5,2,2.5,3.5,0
979,1202160210,3.5,3,0,0,3.5,3.5,1,3.5,4,2.5,3,3,3,3,3,3.5,2,3,2.5,0
980,1202160212,3.5,3.5,0,3.5,3.5,2.5,3,3,3.5,2.5,3,3,3,3.5,4,3,3,3,2,0
981,1202160214,4,4,0,4,3.5,4,3,2.5,4,4,3,2.5,3.5,4,4,3.5,3.5,3.5,4,0
982,1202160215,4,4,0,3.5,3.5,3,4,4,4,3.5,3.5,3,4,4,3.5,3.5,3.5,4,4,0
983,1202160216,3,3.5,0,3.5,4,4,2.5,3.5,4,3.5,3,2.5,3.5,3.5,3,2,3,3.5,3.5,0
984,1202160217,0,0,0,0,0,0,0,3.5,3.5,0,3.5,3,0,0,0,0,0,0,0,0
985,1202160218,0,0,0,0,0,0,0,4,3.5,0,3.5,3.5,0,0,0,0,0,0,0,0
986,1202160219,0,0,0,0,0,0,0,2.5,3,0,3.5,2.5,0,0,0,0,0,0,0,0
987,1202160222,4,3.5,0,3.5,3.5,3.5,4,4,4,2.5,3.5,2.5,3,4,4,3.5,3,2.5,4,0
988,1202160227,0,0,0,0,0,0,0,2,3,0,3,2,0,0,0,0,0,0,0,0
989,1202160229,4,3.5,0,3.5,3.5,3.5,2,2.5,2.5,3.5,3.5,3.5,3.5,3.5,4,3.5,3.5,3,2,0
990,1202160232,0,3.5,0,3,3,0,2.5,3.5,2.5,2,2.5,2,2.5,0,2,2.5,0,0,3,0
991,1202160234,2.5,3,0,3.5,3.5,3,3,3.5,3.5,3.5,2.5,2.5,4,3.5,3,3.5,3.5,3.5,3,0
992,1202160236,3.5,3,0,3.5,3.5,3.5,2.5,3,3,3.5,3,3.5,3.5,3.5,2.5,3.5,3.5,3.5,2.5,0
993,1202160237,3.5,3.5,0,3.5,3.5,2.5,2.5,2,3.5,2.5,3,2,3.5,2.5,4,3.5,2,3.5,2.5,0
994,1202160240,2.5,3.5,0,3.5,3.5,2.5,2.5,1,3.5,3.5,3.5,2,3,3.5,2.5,3,3,4,4,0
995,1202160247,0,0,0,0,0,0,0,0,1,0,2.5,0,0,0,0,0,0,0,0,0
996,1202160248,3.5,4,0,3.5,4,3,3.5,4,4,3.5,2.5,2,4,3.5,3,3.5,3.5,3.5,4,0
997,1202160251,4,4,0,4,4,4,3.5,4,4,4,4,4,4,3.5,3.5,3.5,4,4,3.5,0
998,1202160253,4,3.5,0,4,4,4,3.5,4,4,4,3.5,3.5,3.5,3.5,4,3.5,4,3.5,3.5,0
999,1202160255,3,3.5,0,2.5,3.5,3.5,0,1,2.5,3,2,2,1,2,0,3.5,3.5,2.5,2,0
1000,1202160256,3.5,4,0,4,3.5,3.5,3.5,4,3.5,2.5,3.5,3.5,3.5,4,4,3.5,3.5,4,3.5,0
1001,1202160257,2,3,0,2,2,2,2.5,1,3.5,3,2.5,2,0,2.5,1,2.5,2,3,3,0
1002,1202160258,3.5,3.5,0,4,4,4,4,3.5,4,3.5,3.5,3.5,4,4,3.5,3,3,4,3.5,0
1003,1202160262,3,2.5,0,0,3,2,0,2.5,2,2.5,2.5,3,2.5,2,3,2,2,2.5,2,0
1004,1202160264,4,4,0,4,3.5,3.5,3.5,2,4,3.5,4,3.5,3,3.5,4,4,3.5,4,4,0
1005,1202160265,2.5,0,0,2,2.5,0,2,2,4,2,3.5,2,2,0,0,2.5,0,0,3,0
1006,1202160266,3.5,3.5,0,3.5,4,4,2,3,3.5,3.5,3,2.5,3,3.5,2,2,3,3.5,3,0
1007,1202160267,3,2.5,0,3.5,4,3.5,1,1,3.5,3,2.5,2.5,2.5,3.5,3,2.5,2.5,3.5,2.5,0
1008,1202160268,3.5,3,0,3.5,3,3,2,2.5,3.5,3,2.5,3.5,3,3,3,3,2,3,3,0
1009,1202160269,3.5,3,0,3.5,3.5,4,2,2,2.5,3,3,2.5,3,3.5,3,3.5,3,3.5,2.5,0
1010,1202160277,3.5,3.5,0,4,3.5,4,3.5,4,4,3.5,3.5,3,4,3.5,3.5,3,4,3.5,2.5,0
1011,1202160278,2.5,2,0,3.5,3.5,2,1,1,2,3,2,1,2,2,3.5,2.5,2,2,2,0
1012,1202160281,4,3.5,0,3.5,3.5,2.5,3,1,4,3,3.5,2.5,2.5,3.5,4,3.5,3,3.5,3.5,0
1013,1202160282,3.5,4,0,4,3.5,2.5,3.5,4,4,3,3.5,3,4,4,3.5,3,3,4,3.5,0
1014,1202160283,4,4,0,3.5,4,4,3.5,4,4,4,3.5,2.5,3.5,3.5,3.5,2.5,3.5,3.5,3.5,0
1015,1202160288,4,4,0,3.5,4,2.5,4,4,4,4,4,3.5,4,3.5,4,3.5,3.5,4,3.5,0
1016,1202160292,3.5,3.5,0,3.5,4,3.5,4,3.5,4,3.5,3.5,3.5,3.5,4,3.5,3,3,3.5,3.5,0
1017,1202160293,4,3.5,0,4,4,4,4,4,4,4,4,4,4,3.5,3.5,3.5,4,4,3.5,0
1018,1202160294,4,3.5,0,3.5,3.5,4,4,3,4,3.5,3.5,3,4,3.5,4,4,4,3.5,3.5,0
1019,1202160295,3,2.5,0,0,3,2.5,1,0,2,1,2.5,2,1,3,3,3,3.5,3,2,0
1020,1202160297,0,0,0,0,1,0,2,2,3,0,2,2,0,0,0,2,0,0,2,0
1021,1202160299,2.5,3.5,0,3,3.5,3.5,1,3.5,2.5,3,3,2.5,3,3.5,2.5,2,3,3.5,3,0
1022,1202160300,2.5,3.5,0,3.5,4,3,1,2.5,3.5,3.5,3,3,3.5,3.5,3,1,3.5,3.5,2.5,0
1023,1202160303,4,4,0,4,3.5,4,4,4,4,4,4,3.5,3.5,3.5,4,3.5,4,3.5,3.5,0
1024,1202160308,3.5,3,0,0,3.5,2,0,2.5,3.5,3,2.5,2.5,3,2.5,2,1,2,2,2,0
1025,1202160313,2,0,0,3,0,1,2,2,1,0,3.5,2.5,2,2,2,2,2,1,3,0
1026,1202160316,3.5,3,0,3.5,4,3.5,2.5,3,4,3,3.5,3,3,4,2.5,2,3.5,3,3.5,0
1027,1202160320,3,3,0,2,3.5,3,3.5,3,3.5,2.5,3,3,3,3.5,2,2,2.5,3.5,3,0
1028,1202160321,3.5,3,0,3.5,2,3.5,3,2.5,3.5,3.5,3.5,3,3,2.5,2.5,2.5,3.5,3,2.5,0
1029,1202160322,3,3.5,0,3,3,3.5,1,3.5,2,2.5,3.5,2,2,3,3.5,3,3.5,3.5,2.5,0
1030,1202160324,3.5,3.5,0,4,3.5,2.5,3,1,3.5,2,3.5,3,3.5,4,4,3.5,3,3.5,4,0
1031,1202160325,4,4,0,4,3.5,2,3.5,4,4,3,3.5,2.5,3.5,4,2.5,3.5,3.5,4,4,0
1032,1202160326,3.5,3.5,0,3.5,4,3.5,2,3.5,3,2.5,3.5,3.5,0,3.5,3.5,1,2.5,3.5,3.5,0
1033,1202160327,2.5,2.5,0,3.5,3.5,3.5,0,1,2.5,3.5,3,2.5,3.5,3.5,3,2,2,3,2,0
1034,1202160330,2,1,0,0,3,1,1,2,3.5,1,2,2,2,0,0,2,2,0,2,0
1035,1202160332,4,3.5,0,4,3.5,2,3.5,2,3.5,3,3.5,2.5,2,4,3.5,3,2.5,3,3.5,0
1036,1202160333,3,3.5,0,3.5,3.5,2.5,3,2.5,3.5,2,3.5,2.5,3.5,0,2.5,3,2.5,3.5,3.5,0
1037,1202160338,2,2.5,0,2,3,0,1,1,2.5,2,2.5,2,3,0,1,0,1,2,2,0
1038,1202160339,3.5,3.5,0,3.5,3.5,3.5,2,3,3.5,2.5,3.5,2,2,3.5,4,3.5,3.5,3.5,2.5,0
1039,1202160340,4,3.5,0,3.5,2,3.5,2.5,3.5,3.5,3.5,3.5,3,3,3.5,4,3.5,3.5,4,3.5,0
1040,1202160341,3.5,3.5,0,3.5,3.5,2.5,3.5,3,2.5,3,3.5,3,4,4,2.5,3,3,4,4,0
1041,1202160342,2.5,3.5,0,3.5,3.5,3.5,3,3.5,3.5,2.5,3,2.5,3.5,3.5,2.5,2,2.5,2,3,0
1042,1202160347,1,0,0,0,0,0,0,2,1,1,3,1,0,0,0,2,1,0,0,0
1043,1202160352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,1202160353,3.5,3,0,3.5,4,3.5,3.5,4,3.5,3.5,3.5,3,3,3.5,3.5,3.5,3.5,3.5,3,0
1045,1202160354,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
1046,1202160355,1,0,0,0,0,0,0,1,1,1,2.5,1,0,0,0,2,1,0,0,0
1047,1202160357,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1048,1202160358,3.5,3.5,0,3.5,3.5,3.5,2.5,3.5,3.5,3.5,2.5,3,3,3.5,3,1,3.5,2.5,3,0
1049,1202160360,3.5,3,0,3.5,3.5,3.5,2,2.5,3.5,3.5,2.5,3,3.5,3,3.5,2.5,3,3.5,3,0
1050,1202160362,2.5,2,0,2,2.5,1,3,1,1,1,2,1,0,2,0,2,2,0,2,0
1051,1202160365,4,3.5,0,3,2.5,3,3.5,3.5,3.5,3,3,2.5,3,4,3.5,3,3.5,3.5,3.5,0
1052,1202160370,3,2.5,0,2,3,3.5,2,3,3.5,3.5,2.5,3,2.5,3.5,2,1,2,4,2.5,0
1053,1202160372,4,4,0,4,3.5,3.5,3.5,4,4,4,4,3.5,4,4,4,4,4,3.5,3,0
1054,1202160375,2,3.5,0,3,3.5,2,2.5,3.5,2,0,2,2,0,3,2.5,2.5,2.5,2.5,3.5,0
1055,1202160380,4,2,0,3,2.5,4,1,2.5,4,2,3,3.5,2,0,1,2,2.5,0,3.5,0
1056,1202160381,3,2.5,0,3.5,3,3.5,2,3.5,3.5,2,3.5,2.5,3.5,3,3.5,3.5,4,2.5,2,0
1057,1202160382,4,3.5,0,3.5,3.5,3.5,4,4,4,3.5,4,3.5,3.5,3.5,3.5,4,4,3,3,0
1058,1202160383,3.5,3.5,0,3.5,3.5,3,2,2,3.5,2,3.5,2.5,3.5,3.5,4,3,3,3.5,2,0
1059,1202160385,4,3.5,0,4,3.5,3.5,3.5,4,4,3.5,3.5,2.5,3.5,3.5,3.5,3,3,3.5,4,0
1060,1202160396,1,3,0,3,2,2.5,2,2,2.5,3,2,3,2,0,1,0,2,2,2.5,0
1061,1202160398,3,2.5,0,2.5,2.5,2.5,1,2.5,3.5,2,2.5,3.5,1,2,2,3,2,2.5,2,0
1062,1202160400,1,0,0,2,2,0,2,0,1,1,1,2,0,0,0,0,0,0,3.5,0
1063,1202161228,4,4,0,4,4,3.5,3.5,4,4,3.5,4,3.5,4,4,3.5,4,3,3.5,4,0
1064,1202162004,3,3.5,0,2,3.5,1,3,2.5,3.5,1,3.5,2,2,2.5,3.5,3.5,3,2.5,2.5,0
1065,1202162006,3.5,4,0,4,3.5,3,3.5,4,3.5,2,3.5,2.5,4,3.5,3.5,3,3.5,4,4,0
1066,1202162042,4,3.5,0,3.5,3.5,3.5,3,4,3,3,3.5,3.5,4,3.5,3.5,3.5,3.5,3.5,2.5,0
