No,NIM,OOP,RPB,RPL,PI,APSI,WEB,Statistik,Matdis,Alpro,Strukdat,SE,PO,SCM,EA,Basdat,Manjarkom,Sisop,MSDM,Desjar,KSI,Pilihan 1,Peminatan,MP1,MP2,MP3,Status,Tanggal Lulus,Keterangan
248,1202154141,2.5,1,3,1,2.5,2,0,1,3,2,3.5,4,1,2,1,0,2,1,2,2.5,EA,EA,0,3,2.5,STUDENT,OUT,TIDAK TEPAT WAKTU
249,1202154142,3,2.5,3.5,0,3.5,2,1,0,3,3,2.5,4,3,3,2,2,2.5,2.5,2.5,3.5,EA,EA,4,3,0,STUDENT,OUT,TIDAK TEPAT WAKTU
250,1202154143,3.5,3,3.5,3.5,3,3,3.5,1,3.5,4,3.5,3.5,3,3.5,3,2.5,3.5,2.5,3,3,ERP,ERP,3.5,3.5,3.5,GRADUATED,05/07/19,TEPAT WAKTU
251,1202154144,3.5,2.5,3.5,3,3,3.5,3.5,3.5,2.5,3,4,4,3.5,3.5,3.5,2.5,3,3,3,3.5,EIM,EIM,3.5,4,2.5,GRADUATED,30/08/19,TEPAT WAKTU
252,1202154145,3.5,3.5,2.5,4,4,3.5,2.5,2,3.5,3.5,4,3.5,4,3.5,3.5,3,3.5,3.5,4,4,ERP,ERP,4,4,4,GRADUATED,05/07/19,TEPAT WAKTU
253,1202154146,2.5,2.5,3.5,3,2.5,2,1,2,3.5,3.5,3,4,3.5,2.5,2.5,2,3.5,3.5,3.5,3,ISM,ISM,3.5,4,3.5,GRADUATED,16/08/19,TEPAT WAKTU
254,1202154147,3,2.5,4,3,3.5,2,2,1,2,2,3,4,2.5,3.5,3,2,2.5,3,2,3,EA,EA,3.5,3,3,STUDENT,OUT,TIDAK TEPAT WAKTU
255,1202154148,3,4,3.5,3.5,4,3.5,3.5,4,3.5,4,3.5,4,4,3.5,3.5,2.5,2.5,4,4,4,EAD,EAD,3.5,3.5,3.5,GRADUATED,05/07/19,TEPAT WAKTU
256,1202154149,3.5,2,4,1,3.5,2,1,2.5,3.5,2,2,4,2,2.5,2,2,2.5,2.5,2.5,2.5,EA,EA,4,0,3.5,STUDENT,OUT,TIDAK TEPAT WAKTU
257,1202154150,3.5,3,4,3.5,3.5,4,3.5,3.5,3,3.5,3,4,3,3.5,3,3,3.5,3.5,4,3.5,EDM,EDM,4,3.5,3.5,GRADUATED,05/07/19,TEPAT WAKTU
258,1202154151,3.5,2.5,3,3,3,2.5,3,1,3.5,3.5,3.5,4,3,3.5,3,3,3,3.5,3,3.5,ISM,ISM,4,4,3.5,GRADUATED,05/07/19,TEPAT WAKTU
259,1202154152,4,3.5,4,3.5,4,4,3.5,4,4,3.5,4,4,4,3.5,4,3.5,4,3.5,3.5,4,ERP,ERP,3.5,4,3.5,GRADUATED,30/08/19,TEPAT WAKTU
260,1202154153,2,3,3,3.5,3,3,3.5,2.5,4,3,3.5,3.5,2.5,3,3.5,2,2,2,3.5,3,TECHNO,TECHNO,3.5,4,3.5,GRADUATED,16/08/19,TEPAT WAKTU
261,1202154154,3,3,3.5,3.5,3,2.5,1,0,2.5,3.5,3,4,2.5,3,3,2,3,2.5,3,2,EA,EA,3,3,3.5,STUDENT,OUT,TIDAK TEPAT WAKTU
262,1202154155,2.5,3.5,4,3.5,3.5,3,2,1,2.5,3.5,3,4,3,3.5,3.5,2.5,3.5,3.5,3,3,EAD,EAD,4,3.5,2.5,GRADUATED,16/08/19,TEPAT WAKTU
263,1202154156,3.5,3.5,4,4,4,3,3.5,2.5,3.5,4,3.5,4,4,3.5,3.5,3.5,3,3.5,4,4,EAD,EAD,3.5,3.5,2,GRADUATED,05/07/19,TEPAT WAKTU
264,1202154182,3,2.5,3.5,0,3.5,2.5,2.5,2.5,3.5,3.5,3.5,4,3.5,3.5,3.5,3.5,3.5,3.5,4,3.5,EIM,EIM,3.5,4,4,GRADUATED,05/07/19,TEPAT WAKTU
265,1202154183,2.5,2,3.5,2,3,2,3.5,3,2,2,3,3,3.5,3,2.5,2,2.5,2.5,2.5,3,EA,EA,4,3,0,STUDENT,OUT,TIDAK TEPAT WAKTU
266,1202154184,3.5,3,4,3,3.5,3.5,3.5,1,3,3.5,4,4,4,3.5,3,2.5,3.5,3.5,3.5,3.5,EAD,EAD,4,3,2.5,STUDENT,OUT,TIDAK TEPAT WAKTU
267,1202154185,3,3.5,4,4,2.5,3.5,2,1,3.5,3,3.5,2.5,3.5,3.5,3.5,2.5,3.5,3.5,3.5,3.5,EA,EA,4,3,3.5,GRADUATED,05/07/19,TEPAT WAKTU
268,1202154186,3,4,3.5,4,4,3,3.5,3.5,4,4,3.5,4,3.5,2,4,4,3.5,3.5,3.5,4,EAD,EAD,4,3.5,3,GRADUATED,16/08/19,TEPAT WAKTU
269,1202154187,0,0,0,0,0,0,0,3.5,4,0,3.5,4,0,0,0,0,0,0,0,0,OUT,OUT,0,0,0,RESIGN,OUT,TIDAK TEPAT WAKTU
270,1202154188,2,2.5,3.5,3,4,2,2.5,1,3.5,3.5,3.5,4,4,3,2.5,2,3.5,3.5,3,3.5,EA,EA,3.5,2,3.5,GRADUATED,16/08/19,TEPAT WAKTU
271,1202154189,3,2.5,3.5,1,3.5,2,3.5,2.5,2.5,3.5,3.5,4,4,3,2.5,2,3.5,3,3.5,3.5,EA,EA,4,3,3.5,GRADUATED,28/06/19,TEPAT WAKTU
272,1202154191,3,2,3.5,2.5,2,2,2,1,3,3,2.5,3.5,1,3,2,2,2,2.5,3,3,OUT,OUT,0,0,0,STUDENT,OUT,TIDAK TEPAT WAKTU
273,1202154192,3.5,2.5,4,3.5,3,4,3.5,3.5,3,3.5,4,4,4,3.5,4,4,3.5,3.5,3.5,3.5,EIM,EIM,3.5,4,3.5,GRADUATED,28/06/19,TEPAT WAKTU
274,1202154193,3,3.5,4,3,3.5,3.5,2.5,2,4,3.5,3.5,3.5,3.5,3.5,3.5,3,3.5,3.5,3,3.5,EDM,EDM,3.5,4,3.5,GRADUATED,05/07/19,TEPAT WAKTU
275,1202154194,2,0,0,0,0,2.5,1,1,3.5,3,3,4,0,2,0,0,1,3.5,2.5,0,OUT,OUT,0,0,0,STUDENT,OUT,TIDAK TEPAT WAKTU
276,1202154195,2.5,2,4,0,3.5,3,2,1,1,3,2,4,3,3.5,1,1,2,2.5,3,4,EA,EA,2.5,2,3.5,STUDENT,OUT,TIDAK TEPAT WAKTU
277,1202154196,2,3.5,3,3.5,4,2.5,1,2,3,3,2.5,4,4,3.5,3,2.5,2,3.5,3.5,3.5,ISM,ISM,4,4,4,GRADUATED,16/08/19,TEPAT WAKTU
278,1202154197,2.5,2,3,1,3,2,2,0,3.5,3.5,2.5,4,2,2.5,1,2,2.5,2.5,3.5,3.5,EA,EA,3.5,3,3.5,GRADUATED,05/07/19,TEPAT WAKTU
279,1202154198,3,3,3.5,0,3.5,1,2,0,3,3.5,2.5,4,3,3.5,2.5,2,3,3,3.5,3,EA,EA,2.5,3,3.5,STUDENT,OUT,TIDAK TEPAT WAKTU
280,1202154199,3.5,3.5,4,4,3.5,2.5,3.5,3,2,4,3.5,4,3.5,4,3.5,4,4,3.5,4,4,EIM,EIM,4,4,4,GRADUATED,30/08/19,TEPAT WAKTU
281,1202154200,3.5,2.5,3.5,3.5,3.5,4,3.5,4,3.5,3.5,4,4,3,3.5,4,2,2.5,3,3,3,EA,EA,4,3.5,3.5,GRADUATED,30/08/19,TEPAT WAKTU
282,1202154201,2,2,0,3,2,2.5,0,1,3,2,3.5,2,2,2,1,2,1,0,2,0,TECHNO,TECHNO,4,4,4,STUDENT,OUT,TIDAK TEPAT WAKTU
283,1202154202,0,1,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,OUT,OUT,0,0,0,RESIGN,OUT,TIDAK TEPAT WAKTU
284,1202154203,3.5,3,4,3.5,4,3.5,2.5,2,3.5,3.5,3.5,4,3,4,2,2.5,3.5,4,3.5,3.5,ERP,ERP,3.5,3.5,3.5,GRADUATED,05/07/19,TEPAT WAKTU
285,1202154204,2.5,3.5,4,3.5,4,2.5,2,2,3.5,4,3,4,4,3,3.5,2.5,3,3.5,3.5,3.5,EA,EA,4,2,3.5,GRADUATED,16/08/19,TEPAT WAKTU
286,1202154205,3.5,3,3,2.5,4,3,3.5,3.5,1,3.5,3,4,4,3,3,2,2.5,3,3.5,3,EA,EA,4,3,3.5,GRADUATED,30/08/19,TEPAT WAKTU
287,1202154206,3,2,0,0,2.5,1,2,0,2.5,3,3.5,3.5,1,1,1,0,0,2,2,0,OUT,OUT,0,0,0,PASSED AWAY,OUT,TIDAK TEPAT WAKTU
288,1202154207,0,0,0,0,0,0,0,1,2,0,2.5,3.5,0,0,0,0,0,0,0,0,OUT,OUT,0,0,0,RESIGN,OUT,TIDAK TEPAT WAKTU
289,1202154208,4,3,4,3.5,3.5,4,3.5,2,2,3.5,4,4,4,3.5,3.5,3.5,3.5,3,3,3,EIM,EIM,3.5,4,3.5,GRADUATED,10/07/19,TEPAT WAKTU
290,1202154209,4,3.5,4,3.5,3.5,3.5,3.5,3.5,4,3,4,2.5,4,3.5,3.5,4,3.5,3.5,4,2.5,TECHNO,TECHNO,3.5,4,3.5,GRADUATED,16/08/19,TEPAT WAKTU
291,1202154210,2.5,3,3.5,4,3,2,1,1,3.5,3.5,3.5,4,3,3,2.5,2,3,3.5,2,3,EIM,EIM,3.5,4,3.5,GRADUATED,30/08/19,TEPAT WAKTU
292,1202154211,2.5,2.5,3.5,3.5,4,3,2.5,1,2.5,3.5,4,4,3,3.5,3,2,3,2,4,3,TECHNO,TECHNO,3.5,4,2.5,GRADUATED,30/08/19,TEPAT WAKTU
293,1202154212,2,2.5,3.5,3.5,3.5,2.5,2,0,2,2.5,3,4,3.5,3,3,2,2,3.5,2.5,3.5,EAD,EAD,3.5,3.5,2.5,GRADUATED,16/08/19,TEPAT WAKTU
294,1202154213,3.5,2.5,3.5,2,3.5,2.5,3.5,4,4,3.5,3.5,4,4,3.5,3,4,3.5,3,4,4,EIM,EIM,3.5,4,4,GRADUATED,28/06/19,TEPAT WAKTU
295,1202154214,3.5,0,1,2.5,3.5,2,1,0,2.5,2.5,2.5,3.5,2.5,2.5,2.5,2,3,2.5,3,3.5,EA,EA,2,2.5,2.5,STUDENT,OUT,TIDAK TEPAT WAKTU
296,1202154215,3.5,2.5,3.5,3.5,3,2.5,3.5,3.5,2.5,4,2.5,4,2.5,3,3.5,2.5,2.5,3,3,3.5,EDM,EDM,3,3.5,3,GRADUATED,30/08/19,TEPAT WAKTU
297,1202154216,3,2,4,3,3,3,3.5,2,3,3.5,4,4,3,3,2,2,2.5,3,3,3.5,EDM,EDM,3.5,2.5,3.5,STUDENT,OUT,TIDAK TEPAT WAKTU
298,1202154217,3.5,4,2.5,4,3.5,4,3.5,4,4,4,4,3.5,4,3.5,4,4,3.5,3,4,3.5,ERP,ERP,3.5,4,4,GRADUATED,28/06/19,TEPAT WAKTU
299,1202154218,2.5,3.5,3.5,3.5,3,3,2.5,2,3.5,4,4,4,3,3.5,3.5,2.5,3.5,3.5,2.5,3,ERP,ERP,4,4,3.5,GRADUATED,05/07/19,TEPAT WAKTU
300,1202154219,3.5,3.5,4,3.5,4,4,4,2,3.5,3.5,4,4,4,3.5,3.5,4,3.5,3.5,4,4,EIM,EIM,3.5,4,4,GRADUATED,10/07/19,TEPAT WAKTU
301,1202154220,2.5,3,3.5,3,3.5,2.5,2.5,2,2.5,4,2.5,4,3.5,3.5,2.5,3.5,3,3,3,3.5,EIM,EIM,3.5,4,3.5,GRADUATED,30/08/19,TEPAT WAKTU
302,1202154221,3.5,3.5,2.5,4,4,3.5,3.5,3.5,4,4,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,TECHNO,TECHNO,3.5,3.5,2.5,GRADUATED,30/08/19,TEPAT WAKTU
303,1202154222,2.5,2,3.5,0,3,1,1,0,2.5,3,3,3.5,2,3,2,0,2,2.5,3.5,2,TECHNO,TECHNO,3,3,3,STUDENT,OUT,TIDAK TEPAT WAKTU
304,1202154223,4,2.5,4,3.5,3,3,2,1,3,3.5,2.5,3.5,3,2.5,3.5,3.5,3.5,2.5,4,4,EIM,EIM,4,4,4,GRADUATED,30/08/19,TEPAT WAKTU
305,1202154224,3.5,2,4,4,3.5,3.5,4,3.5,3,4,4,4,3.5,4,3.5,3,3.5,3.5,3.5,4,EAD,EAD,4,3.5,3,STUDENT,OUT,TIDAK TEPAT WAKTU
306,1202154225,3.5,3.5,2.5,4,3.5,3,3,3,4,4,4,2.5,4,3.5,4,3.5,3.5,4,4,3.5,ERP,ERP,3.5,4,3.5,GRADUATED,10/07/19,TEPAT WAKTU
307,1202154226,1,0,0,0,0,0,1,0,2,0,3,4,0,0,0,0,0,0,0,0,OUT,OUT,0,0,0,RESIGN,OUT,TIDAK TEPAT WAKTU
308,1202154227,3,3.5,4,3.5,4,3,2.5,3,3,3.5,3.5,4,2.5,3.5,3,2.5,3.5,2.5,3,3,EDM,EDM,3.5,4,3.5,GRADUATED,05/07/19,TEPAT WAKTU
309,1202154290,2,3.5,3.5,4,3,3,3,2,3.5,3.5,2.5,4,4,3.5,3.5,2.5,3.5,3.5,3,3,EA,EA,4,3.5,4,GRADUATED,05/07/19,TEPAT WAKTU
310,1202154291,2,2,3.5,3,3.5,3,1,1,2,2,4,4,2,3,2,1,2,3.5,1,3,EA,EA,3.5,3,4,STUDENT,OUT,TIDAK TEPAT WAKTU
311,1202154292,2,2.5,4,2.5,4,2.5,2.5,2.5,3,3.5,3,4,4,3.5,3,2,2,3.5,3.5,2.5,ERP,ERP,3.5,3.5,3.5,GRADUATED,10/07/19,TEPAT WAKTU
312,1202154293,2.5,3,3.5,2.5,4,3,3,2.5,3.5,3.5,3.5,4,4,2.5,3,3,2,3.5,3.5,3.5,TECHNO,TECHNO,4,4,4,GRADUATED,16/08/19,TEPAT WAKTU
313,1202154294,3,2.5,3.5,1,3.5,2.5,1,1,3,3.5,2.5,4,3.5,3,3,2.5,3.5,3,3.5,3.5,EIM,EIM,3.5,4,3.5,GRADUATED,30/08/19,TEPAT WAKTU
314,1202154295,2.5,2,3.5,1,1,0,3,2,2,2.5,2,4,3.5,3,2.5,2,2,3,2.5,3,EA,EA,4,3,0,STUDENT,OUT,TIDAK TEPAT WAKTU
315,1202154296,3.5,2.5,4,3,3.5,3.5,3.5,1,2.5,3,4,4,4,3.5,3,2.5,3,2.5,2,3.5,EDM,EDM,3,4,4,GRADUATED,28/06/19,TEPAT WAKTU
316,1202154297,3.5,3,4,4,4,3.5,3.5,3.5,3.5,3,4,3.5,4,3.5,4,2.5,3.5,3.5,3.5,3,TECHNO,TECHNO,4,4,4,GRADUATED,28/06/19,TEPAT WAKTU
317,1202154298,2,2.5,4,3,3,2,3,2,3.5,3,2.5,4,3,3.5,3,2,3,3,2.5,2,EA,EA,4,3.5,3.5,GRADUATED,05/07/19,TEPAT WAKTU
318,1202154299,2.5,3,3.5,3.5,4,3.5,2,2,3.5,3.5,4,4,3.5,3.5,3.5,3,3,4,3.5,3.5,ERP,ERP,3.5,3.5,4,GRADUATED,05/07/19,TEPAT WAKTU
319,1202154300,3,3,3.5,3,3.5,2,2.5,3.5,3,3.5,3,4,4,3,3,3,2,3.5,3.5,3,ISM,ISM,3.5,3.5,2,STUDENT,OUT,TIDAK TEPAT WAKTU
320,1202154301,3.5,3,0,2,4,3,3.5,3.5,2,3.5,3.5,4,3.5,3.5,2.5,2,2.5,2.5,3.5,2,OUT,OUT,0,0,0,STUDENT,OUT,TIDAK TEPAT WAKTU
321,1202154302,3,3,2.5,0,3.5,2,3.5,1,3.5,3.5,3,3.5,3,3,2.5,2,3,2.5,3.5,3.5,EA,EA,4,3,3.5,GRADUATED,30/08/19,TEPAT WAKTU
322,1202154303,2.5,2,2.5,3,3,2,3.5,2.5,2.5,2.5,2,4,2,3.5,3,2,2,2.5,2,2,ISM,ISM,4,3.5,3.5,GRADUATED,30/08/19,TEPAT WAKTU
323,1202154304,3.5,2.5,4,3.5,3.5,3.5,3.5,3,3,3.5,4,4,4,3.5,3.5,2,3.5,3.5,2.5,3.5,EA,EA,3.5,3.5,0,GRADUATED,05/07/19,TEPAT WAKTU
324,1202154305,2.5,3.5,4,4,3,3.5,2.5,3,3.5,2.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4,EA,EA,4,3,3.5,GRADUATED,05/07/19,TEPAT WAKTU
325,1202154306,2.5,3.5,4,4,3.5,3.5,3,3.5,3.5,3.5,3.5,4,3.5,3.5,3.5,3.5,3,4,3.5,3.5,EA,EA,4,3.5,4,GRADUATED,10/07/19,TEPAT WAKTU
326,1202154307,2.5,3,3.5,3.5,3.5,2,2,2,3.5,3.5,4,4,3.5,4,3.5,3.5,4,3.5,3.5,4,EIM,EIM,4,4,3.5,GRADUATED,30/08/19,TEPAT WAKTU
327,1202154308,3,3.5,3.5,3,4,2.5,3.5,4,3.5,3.5,3.5,4,4,3,3.5,3,3.5,3.5,3.5,3.5,EDM,EDM,3,3,3,GRADUATED,30/08/19,TEPAT WAKTU
328,1202154309,3,3.5,3.5,3.5,4,3,4,3.5,3.5,3.5,3.5,4,4,3.5,3.5,2.5,3.5,3.5,4,3.5,ERP,ERP,3.5,3.5,3,GRADUATED,16/08/19,TEPAT WAKTU
329,1202154310,3.5,3,2.5,3.5,3.5,2.5,4,4,3.5,3.5,4,4,3.5,3.5,3,2,2.5,3.5,3.5,3.5,EAD,EAD,4,3.5,2,GRADUATED,05/07/19,TEPAT WAKTU
330,1202154311,3.5,2,4,3,3,3,3.5,4,3,3.5,3,4,2.5,3.5,3,3,2,3,3.5,3,ERP,ERP,3.5,3.5,3.5,GRADUATED,05/07/19,TEPAT WAKTU
331,1202154312,4,3,4,4,4,4,4,4,2.5,3.5,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,EDM,EDM,3.5,3.5,4,GRADUATED,28/06/19,TEPAT WAKTU
332,1202154313,2.5,3,0,4,3.5,1,2,1,3.5,2.5,4,3.5,3.5,3.5,3,2.5,3,3.5,3,3,TECHNO,TECHNO,3.5,3,3,GRADUATED,30/08/19,TEPAT WAKTU
333,1202154314,2,3.5,3.5,3.5,3.5,3.5,2.5,1,3.5,3,3,4,3.5,3.5,3,2,3,3,3,3,ISM,ISM,3.5,4,3,GRADUATED,16/08/19,TEPAT WAKTU
334,1202154315,3,3.5,3.5,4,4,3,3,2.5,3.5,3.5,3.5,4,3.5,3.5,3.5,3.5,3.5,4,4,4,ERP,ERP,3.5,3.5,4,GRADUATED,10/07/19,TEPAT WAKTU
335,1202154316,2,3.5,3,3,4,2,2,2,3,3,3,4,4,3,3.5,3,1,3.5,3.5,2,ERP,ERP,3.5,3.5,3,GRADUATED,10/07/19,TEPAT WAKTU
336,1202154317,3,3,3.5,3.5,4,3,4,3.5,3,4,3,4,3.5,3,3.5,2.5,3,2.5,3.5,3.5,EIM,EIM,3.5,4,3.5,GRADUATED,10/07/19,TEPAT WAKTU
337,1202154318,2.5,3,2.5,0,3,2,1,0,2.5,3,3.5,4,3,3,2,2,2.5,2.5,2,3,EA,EA,3,3,0,GRADUATED,16/08/19,TEPAT WAKTU
338,1202154319,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,OUT,OUT,0,0,0,RESIGN,OUT,TIDAK TEPAT WAKTU
339,1202154320,4,2.5,4,3.5,3.5,4,4,4,2.5,3.5,4,4,4,4,3.5,3.5,3.5,3.5,3.5,4,EIM,EIM,3.5,4,3.5,GRADUATED,28/06/19,TEPAT WAKTU
340,1202154321,3.5,2.5,1,4,3.5,1,3.5,3.5,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3.5,3.5,2.5,EAD,EAD,3.5,0,2,STUDENT,OUT,TIDAK TEPAT WAKTU
341,1202154337,3,3.5,4,4,3.5,2.5,3.5,3.5,3.5,3,3,3.5,4,3.5,3.5,3,4,3.5,3.5,4,EDM,EDM,3.5,4,4,GRADUATED,05/07/19,TEPAT WAKTU
342,1202154338,2.5,3,3.5,3.5,3,1,2,1,2.5,2.5,2.5,4,3.5,3,3,2,3.5,2.5,2.5,2.5,EA,EA,3.5,3,3.5,STUDENT,OUT,TIDAK TEPAT WAKTU
343,1202154339,3.5,3.5,3.5,3.5,4,3.5,3.5,3,4,3.5,3.5,4,4,3.5,3.5,3,3,4,4,4,ERP,ERP,4,4,4,GRADUATED,28/06/19,TEPAT WAKTU
344,1202154340,3.5,3.5,3.5,3.5,3.5,2,3.5,4,3,3.5,3,4,4,3,3,3.5,3,3.5,3.5,3.5,EIM,EIM,3.5,4,3.5,GRADUATED,28/06/19,TEPAT WAKTU
345,1202154341,3.5,3.5,3.5,3,4,3,4,4,3.5,3.5,4,4,4,3.5,2.5,3.5,3.5,3.5,4,4,EA,EA,4,3.5,3.5,GRADUATED,05/07/19,TEPAT WAKTU
346,1202154342,3.5,3.5,3,2.5,3.5,3,4,4,3.5,3.5,3.5,4,3.5,3.5,3,3,3,3.5,3.5,3.5,EA,EA,4,2,4,GRADUATED,16/08/19,TEPAT WAKTU
347,1202154343,3.5,2.5,3.5,3.5,3.5,3,4,4,2.5,4,3,4,4,3.5,3,3.5,4,3.5,4,3.5,EIM,EIM,3.5,4,4,GRADUATED,05/07/19,TEPAT WAKTU
348,1202154345,2,3.5,3.5,2.5,2,3.5,1,2,2,2,3,3.5,2.5,3.5,3.5,2,3.5,3.5,2.5,4,EA,EA,3.5,3.5,3.5,GRADUATED,05/07/19,TEPAT WAKTU
349,1202154346,2.5,3.5,4,4,3,3,3.5,2,3,3.5,3,4,3.5,3.5,3,2.5,3.5,3.5,2.5,3.5,EA,EA,3,3.5,4,GRADUATED,05/07/19,TEPAT WAKTU
350,1202154347,3.5,3.5,4,4,4,3.5,3.5,4,4,4,4,4,4,3.5,3.5,3.5,4,4,3.5,4,EA,EA,4,3.5,3.5,GRADUATED,28/06/19,TEPAT WAKTU
351,1202154348,2,2.5,3,3.5,3.5,2,1,2,2.5,3,2.5,4,4,3,3,2,2,3.5,3.5,3.5,ISM,ISM,3.5,4,3.5,GRADUATED,05/07/19,TEPAT WAKTU
352,1202154349,3,3,2,2.5,3.5,2,4,4,3.5,3.5,3.5,4,4,2,2.5,2,2.5,2.5,3.5,2.5,EA,EA,4,3,4,GRADUATED,30/08/19,TEPAT WAKTU
353,1202154350,3.5,3.5,3.5,3.5,4,4,4,4,3.5,3.5,4,4,3.5,3.5,3.5,3.5,3.5,3.5,4,3.5,EDM,EDM,4,4,3.5,GRADUATED,05/07/19,TEPAT WAKTU
354,1202154351,3.5,2,3.5,3.5,3.5,3,3.5,4,2.5,3.5,3,4,3.5,3.5,3,3,3.5,3.5,3.5,3.5,ERP,ERP,3.5,3.5,3.5,GRADUATED,30/08/19,TEPAT WAKTU
355,1202154352,3.5,2.5,3.5,3.5,3.5,4,3.5,3.5,3,3.5,4,4,4,3,3,2.5,2.5,3,3,3,EA,EA,3.5,3.5,3.5,GRADUATED,16/08/19,TEPAT WAKTU
356,1202154353,2.5,3.5,4,4,3.5,3,2.5,3.5,3.5,3,3.5,3,3.5,3.5,3,2.5,4,3.5,3.5,3.5,EDM,EDM,3,3.5,3,GRADUATED,28/06/19,TEPAT WAKTU
357,1202154354,3,3.5,4,3.5,3.5,4,4,4,4,4,3.5,4,4,3.5,4,3,4,4,4,3.5,EAD,EAD,4,3.5,4,GRADUATED,30/08/19,TEPAT WAKTU
358,1202154355,3,3.5,4,3.5,4,3.5,3,3.5,4,4,3.5,4,4,3.5,3.5,3.5,3.5,3.5,4,4,ERP,ERP,4,4,3.5,GRADUATED,28/06/19,TEPAT WAKTU
359,1202154356,3.5,3.5,4,3.5,4,2,3.5,3.5,3.5,3.5,3.5,4,4,2,3.5,4,2.5,3.5,4,4,EIM,EIM,3.5,4,4,GRADUATED,10/07/19,TEPAT WAKTU
360,1202154357,3,3,4,3,4,2,4,3.5,2.5,3.5,3,4,4,3.5,3,2.5,3.5,3.5,4,3.5,ERP,ERP,4,4,3.5,GRADUATED,10/07/19,TEPAT WAKTU
361,1202154358,3.5,3,3.5,2.5,3,2,3.5,3.5,3.5,3,3,4,4,3.5,2.5,2,2.5,3.5,3,3.5,ERP,ERP,3.5,3,3.5,GRADUATED,16/08/19,TEPAT WAKTU
362,1202154359,2.5,2,3.5,3,3.5,2,3.5,3.5,2.5,3,2.5,4,2.5,4,3,2,3,2,2.5,2.5,ERP,ERP,3.5,2.5,3,GRADUATED,16/08/19,TEPAT WAKTU
363,1202154360,3.5,2,3.5,3.5,2.5,3,3.5,1,2.5,3.5,4,4,3.5,3.5,3,2,2.5,3,2.5,2.5,ERP,ERP,4,3.5,3,GRADUATED,10/07/19,TEPAT WAKTU
364,1202154361,2.5,3.5,3.5,3,2.5,3,3,4,4,3,3,3.5,4,3.5,3.5,3.5,3.5,3.5,3.5,4,EA,EA,4,3.5,4,GRADUATED,05/07/19,TEPAT WAKTU
365,1202154362,2.5,3,3.5,3.5,3,1,2,2,3.5,3.5,3,4,3.5,3.5,3,2,3.5,3.5,2.5,3.5,ERP,ERP,4,3.5,4,GRADUATED,05/07/19,TEPAT WAKTU
366,1202154363,3,3.5,3.5,3.5,4,3.5,3.5,4,4,3.5,3.5,4,4,4,4,4,3.5,3.5,4,4,ERP,ERP,4,4,4,GRADUATED,05/07/19,TEPAT WAKTU
367,1202154374,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,OUT,OUT,0,0,0,RESIGN,OUT,TIDAK TEPAT WAKTU
368,1202154377,2.5,2.5,3.5,3,3.5,3.5,2,1,2.5,2.5,3.5,4,2.5,3.5,2.5,3,2.5,3.5,3.5,3,ISM,ISM,4,3.5,3,GRADUATED,16/08/19,TEPAT WAKTU
369,1202154378,2.5,3,3.5,3,4,3,3,3.5,3.5,3.5,3.5,4,4,3.5,2.5,3,2.5,3.5,3.5,4,EA,EA,4,3.5,4,GRADUATED,05/07/19,TEPAT WAKTU
370,1202154380,3.5,2.5,3,3,3.5,3.5,3.5,4,3.5,4,3,3.5,3.5,4,3,3.5,3.5,3.5,3.5,3.5,EA,EA,4,4,3.5,#N/A,OUT,TIDAK TEPAT WAKTU